index,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,Class
14,79,63,61,0.8965517241379308,0.0147783251231527,0.4888888888888889,0.5080645161290323,0,2,59,0,54,9,6,73,34,43,36,44,0.2165605095541401,0.2738853503184713,0.2292993630573248,0.2802547770700637,157,18.6875,4.322904116447647,41.0,3.0,12.0,6.0,25.0,8.0,17.0,11.0,1.6511627906976745,1.8888888888888888,2.4318181818181817,0.7941176470588235,266,234,0.8796992481203008,0.4679999999999999,124,75,12,15,40,207,14,2,1,10,44,43,174,0.0,0.0327868852459016,0.9672131147540984,0.0,0.8571428571428571,0.1428571428571428,0.9240506329113924,0.9318181818181818,0.0681818181818181,0.2222222222222222,0.4722222222222222,0.3055555555555556,0.2790697674418605,0.1395348837209302,0.5813953488372093,0.4661654135338346,0.2819548872180451,0.0451127819548872,0.056390977443609,0.150375939849624,0.8846153846153846,0.0598290598290598,0.0085470085470085,0.0042735042735042,0.0427350427350427,0.1685823754789272,0.1647509578544061,0.6666666666666666,40,12,10,10,124,8,73,0,1.889,0.93,6,2,2,9,2,0,0,1,1,6,1,3,2,0,211,899,688,0.306686046511628,380,730,350,1.08571428571429,2,3,2,2,2,1,1,2,2,3,2,7,2,6,3,1,2,26,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1.0
15,35,12,17,0.984375,0.0,0.5873015873015873,0.4137931034482759,0,3,14,0,8,4,4,31,14,8,7,3,0.4375,0.25,0.21875,0.09375,32,15.5,3.9370039370059056,3.0,0.0,3.0,2.0,3.0,1.0,2.0,4.0,1.125,1.8571428571428568,0.6666666666666666,0.8571428571428571,186,180,0.967741935483871,0.4918032786885246,77,65,6,8,30,161,7,1,3,8,22,42,121,0.0,0.1764705882352941,0.8235294117647058,0.0,0.6666666666666666,0.3333333333333333,0.8857142857142857,1.0,0.0,0.1428571428571428,0.2857142857142857,0.5714285714285714,0.375,0.25,0.375,0.4139784946236559,0.3494623655913979,0.032258064516129,0.043010752688172,0.1612903225806451,0.8944444444444445,0.0388888888888888,0.0055555555555555,0.0166666666666666,0.0444444444444444,0.1189189189189189,0.227027027027027,0.6540540540540539,30,11,8,7,23,4,11,0,2.0624,0.88,5,4,0,0,0,0,0,0,0,2,1,1,0,0,142,545,403,0.352357320099256,257,430,173,1.48554913294798,2,2,2,3,2,1,2,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,3,1,2,1,2,1,2,1,3,3,3,2,2,2,2,2,0.0
16,130,58,363,0.8874773139745916,0.0,0.5199240986717267,0.1377672209026128,0,17,346,1,32,25,15,115,112,102,57,171,0.253393665158371,0.2307692307692308,0.1289592760180995,0.3868778280542986,442,1649.25,40.61095911204264,143.0,28.0,56.0,11.0,35.0,14.0,23.0,20.0,1.6470588235294117,1.2456140350877194,1.263157894736842,0.9910714285714286,404,284,0.7029702970297029,0.4127906976744186,168,78,30,23,105,239,19,4,4,18,88,93,215,0.0,0.046831955922865,0.9531680440771352,0.0172413793103448,0.5517241379310345,0.4310344827586207,0.8846153846153846,0.8362573099415205,0.1637426900584795,0.2456140350877193,0.4035087719298245,0.3508771929824561,0.5490196078431373,0.1078431372549019,0.3431372549019608,0.4158415841584158,0.193069306930693,0.0742574257425742,0.0569306930693069,0.2599009900990099,0.8415492957746479,0.0669014084507042,0.0140845070422535,0.0140845070422535,0.0633802816901408,0.2222222222222222,0.2348484848484849,0.5429292929292929,106,35,18,17,403,8,232,0,2.5879,0.83,7,10,1,8,8,2,1,1,4,18,4,3,3,8,382,1467,1085,0.352073732718894,544,1305,761,0.7148488830486199,3,2,3,3,2,2,2,4,3,3,4,3,3,3,3,3,3,3,2,2,2,3,4,3,3,2,3,1,2,3,3,3,4,3,2,1,1,3,1.0
17,89,71,65,0.9688888888888888,0.0044444444444444,0.4736842105263158,0.5220588235294118,0,1,64,1,51,19,9,80,38,39,29,46,0.25,0.2565789473684211,0.1907894736842105,0.3026315789473684,152,36.5,6.041522986797286,43.0,3.0,22.0,11.0,6.0,4.0,15.0,10.0,1.358974358974359,1.4827586206896552,1.565217391304348,1.0,374,253,0.6764705882352942,0.4035087719298245,159,69,19,18,109,215,10,3,4,21,96,71,187,0.0,0.0153846153846153,0.9846153846153848,0.0140845070422535,0.7183098591549296,0.2676056338028169,0.8988764044943821,0.9347826086956522,0.0652173913043478,0.1379310344827586,0.5172413793103449,0.3448275862068966,0.5641025641025641,0.282051282051282,0.1538461538461538,0.4251336898395721,0.1844919786096256,0.0508021390374331,0.0481283422459893,0.2914438502673797,0.8498023715415021,0.0395256916996047,0.0118577075098814,0.0158102766798418,0.0830039525691699,0.2711864406779661,0.2005649717514124,0.5282485875706214,110,22,21,20,132,16,82,1,1.6468,0.89,12,9,0,9,1,1,0,0,0,5,0,2,2,1,309,1266,957,0.322884012539185,449,1126,677,0.663220088626292,2,2,1,2,1,1,1,2,2,4,2,2,7,2,3,1,1,2,2,2,1,1,2,2,2,3,2,1,1,2,2,2,2,2,1,1,1,1,
18,40,14,147,0.7711442786069652,0.0049751243781094,0.4761904761904762,0.0869565217391304,0,9,138,1,7,6,7,33,138,150,57,16,0.3822714681440443,0.4155124653739612,0.1578947368421052,0.0443213296398892,361,3117.1875,55.83177858531822,9.0,7.0,75.0,49.0,26.0,22.0,33.0,2.0,1.6666666666666667,1.7719298245614037,1.0625,0.8260869565217391,1591,158,0.0993086109365179,0.0903373356203545,305,44,24,27,1191,104,13,0,6,35,1070,183,258,0.0,0.0612244897959183,0.9387755102040816,0.0714285714285714,0.5,0.4285714285714285,0.825,0.5625,0.4375,0.3859649122807017,0.5789473684210527,0.0350877192982456,0.5,0.3266666666666666,0.1733333333333333,0.1917033312382148,0.0276555625392834,0.0150848522941546,0.0169704588309239,0.7485857950974231,0.6582278481012658,0.0822784810126582,0.0,0.0379746835443038,0.2215189873417721,0.7081403044341495,0.1211118464592984,0.1707478491065519,1192,44,35,22,126,13,61,0,3.1263,0.94,33,11,0,10,4,2,0,2,0,9,4,1,4,0,982,3336,2354,0.417162276975361,880,3438,2558,0.3440187646598909,4,2,5,3,2,3,3,5,3,3,3,3,5,3,3,2,1,2,2,3,2,4,3,3,5,3,5,3,2,3,4,3,3,4,2,2,2,2,1.0
19,13,7,566,0.2576791808873719,0.0546075085324232,0.5780487804878048,0.0122164048865619,0,55,511,0,3,4,9,4,126,138,68,403,0.1714285714285714,0.1877551020408164,0.092517006802721,0.5482993197278911,735,16724.1875,129.32203021913938,161.0,242.0,42.0,50.0,46.0,39.0,18.0,11.0,1.5144927536231885,1.3823529411764706,1.5384615384615383,1.4285714285714286,1045,224,0.214354066985646,0.1765169424743893,239,65,22,21,698,197,8,3,5,11,595,147,256,0.0,0.097173144876325,0.9028268551236748,0.0,0.4285714285714285,0.5714285714285714,0.3076923076923077,0.3995037220843672,0.6004962779156328,0.5735294117647058,0.2647058823529412,0.1617647058823529,0.3043478260869565,0.3623188405797101,0.3333333333333333,0.2287081339712918,0.062200956937799,0.0210526315789473,0.0200956937799043,0.6679425837320574,0.8794642857142857,0.0357142857142857,0.0133928571428571,0.0223214285714285,0.0491071428571428,0.5961923847695391,0.1472945891783567,0.2565130260521042,698,66,11,30,441,9,142,0,5.3019,0.56,36,13,0,4,10,3,2,1,4,20,4,2,2,12,804,2382,1578,0.509505703422053,623,2563,1940,0.321134020618557,5,7,4,8,5,4,3,6,7,6,5,5,6,7,7,3,3,7,3,6,5,7,6,6,9,6,8,8,3,5,5,3,6,6,5,3,5,5,1.0
20,118,45,395,0.6989247311827957,0.0053763440860215,0.5225048923679061,0.1022727272727272,0,24,371,0,30,15,27,91,200,148,92,302,0.2695417789757412,0.1994609164420484,0.1239892183288409,0.4070080862533693,742,5982.75,77.34823850612244,69.0,233.0,49.0,54.0,45.0,38.0,36.0,18.0,1.5608108108108107,1.358695652173913,1.6490066225165565,1.215,1541,187,0.1213497728747566,0.1082175925925926,282,74,20,22,1143,145,8,5,2,27,955,263,282,0.0,0.060759493670886,0.939240506329114,0.0,0.6666666666666666,0.3333333333333333,0.7711864406779662,0.2284768211920529,0.7715231788079471,0.4130434782608696,0.391304347826087,0.1956521739130435,0.3310810810810811,0.3648648648648649,0.3040540540540541,0.1829980532121998,0.0480207657365347,0.0129785853341985,0.0142764438676184,0.7417261518494485,0.7754010695187166,0.0427807486631016,0.0267379679144385,0.0106951871657754,0.1443850267379679,0.6366666666666667,0.1753333333333333,0.188,1143,51,27,27,441,14,190,0,3.3276,0.77,28,13,0,8,8,0,2,2,4,12,5,1,3,3,961,3463,2502,0.3840927258193449,936,3488,2552,0.366771159874608,6,4,3,4,3,4,1,6,5,5,3,5,2,5,5,3,4,4,3,3,3,5,4,4,6,5,1,2,3,3,3,4,4,3,2,3,2,2,1.0
21,59,56,52,0.8862275449101796,0.0658682634730539,0.4620689655172414,0.5185185185185185,0,8,44,0,38,18,10,49,22,26,33,6,0.2528735632183908,0.2988505747126437,0.3793103448275862,0.0689655172413793,87,98.1875,9.908960591303206,5.0,1.0,14.0,5.0,7.0,3.0,24.0,6.0,1.0769230769230769,0.8484848484848485,5.333333333333333,0.6818181818181818,400,124,0.31,0.2366412213740458,169,37,17,10,167,99,8,3,1,13,175,56,161,0.0,0.1538461538461538,0.8461538461538461,0.0,0.6785714285714286,0.3214285714285714,0.8305084745762712,0.8333333333333334,0.1666666666666666,0.0909090909090909,0.7272727272727273,0.1818181818181818,0.5384615384615384,0.1923076923076923,0.2692307692307692,0.4225,0.0925,0.0425,0.025,0.4175,0.7983870967741935,0.064516129032258,0.0241935483870967,0.0080645161290322,0.1048387096774193,0.4464285714285714,0.1428571428571428,0.4107142857142857,167,21,13,17,98,14,61,1,1.9096,0.93,10,11,0,16,2,2,0,0,0,1,1,0,0,0,364,1583,1219,0.298605414273995,521,1426,905,0.575690607734807,2,16,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,2,2,1,2,2,2,2,3,1,1,2,1,0.0
22,103,23,636,0.6535433070866141,0.0026246719160104,0.5487977369165488,0.0349013657056145,2,43,591,0,14,9,9,94,82,58,88,563,0.1036662452591656,0.0733249051833122,0.1112515802781289,0.7117572692793932,791,44595.1875,211.17572658807168,541.0,22.0,14.0,6.0,38.0,21.0,26.0,41.0,1.3275862068965518,1.3636363636363635,1.6873889875666075,1.6829268292682926,442,225,0.5090497737556561,0.3373313343328336,238,89,18,22,75,195,7,3,4,16,91,86,260,0.0031446540880503,0.0676100628930817,0.929245283018868,0.0,0.6086956521739131,0.391304347826087,0.912621359223301,0.9609236234458258,0.039076376554174,0.2386363636363636,0.2954545454545455,0.4659090909090909,0.2413793103448276,0.1034482758620689,0.6551724137931034,0.5384615384615384,0.2013574660633484,0.0407239819004524,0.0497737556561085,0.169683257918552,0.8666666666666667,0.0311111111111111,0.0133333333333333,0.0177777777777777,0.0711111111111111,0.2082379862700228,0.1967963386727688,0.5949656750572082,75,61,18,19,558,11,213,0,3.2667,0.84,10,8,1,8,10,1,0,1,8,29,4,6,3,16,512,2158,1646,0.311057108140948,719,1951,1232,0.583603896103896,3,2,3,3,4,4,4,4,4,4,5,6,5,4,3,2,4,4,2,2,2,2,4,6,6,4,4,2,2,6,2,4,4,5,2,2,2,2,1.0
23,75,39,306,0.7047619047619048,0.0857142857142857,0.5808383233532934,0.1130434782608695,0,18,288,0,21,18,8,67,74,69,57,51,0.2948207171314741,0.2749003984063745,0.2270916334661354,0.2031872509960159,251,84.1875,9.175374651751284,40.0,11.0,18.0,7.0,44.0,22.0,22.0,13.0,1.6231884057971016,0.8245614035087719,2.4509803921568643,0.7162162162162162,528,340,0.6439393939393939,0.391705069124424,206,101,42,25,154,291,12,5,5,27,143,124,244,0.0,0.0588235294117647,0.9411764705882352,0.0,0.5384615384615384,0.4615384615384616,0.8933333333333333,0.7843137254901961,0.215686274509804,0.3859649122807017,0.3859649122807017,0.2280701754385965,0.2608695652173913,0.1014492753623188,0.6376811594202898,0.3901515151515152,0.1912878787878788,0.0795454545454545,0.0473484848484848,0.2916666666666667,0.8558823529411764,0.0352941176470588,0.0147058823529411,0.0147058823529411,0.0794117647058823,0.2798434442270058,0.2426614481409001,0.4774951076320939,154,45,27,19,308,7,100,0,3.01,0.89,10,6,0,13,3,0,1,1,1,11,4,1,6,0,474,1795,1321,0.358819076457229,684,1585,901,0.7591564927857941,3,3,8,4,2,3,2,5,3,2,2,4,15,4,2,2,3,4,2,2,2,3,4,3,3,3,4,3,2,3,2,4,4,3,2,2,2,2,
24,78,43,148,0.8141263940520446,0.0148698884758364,0.6,0.225130890052356,1,23,124,2,16,25,12,66,11,40,18,48,0.094017094017094,0.3418803418803419,0.1538461538461538,0.4102564102564102,117,231.6875,15.221284439888771,42.0,6.0,23.0,6.0,11.0,1.0,8.0,9.0,1.55,2.7777777777777777,1.4375,0.7272727272727273,404,265,0.655940594059406,0.3961136023916293,168,26,21,22,167,221,13,4,9,18,170,62,161,0.0067567567567567,0.1554054054054054,0.8378378378378378,0.0465116279069767,0.3720930232558139,0.5813953488372093,0.8461538461538461,0.875,0.125,0.0555555555555555,0.4444444444444444,0.5,0.575,0.15,0.275,0.4158415841584158,0.0643564356435643,0.0519801980198019,0.0544554455445544,0.4133663366336633,0.8339622641509434,0.0490566037735849,0.0150943396226415,0.0339622641509434,0.0679245283018867,0.4325699745547073,0.1577608142493638,0.4096692111959288,169,42,19,18,193,14,133,0,2.8588,0.86,3,17,0,7,4,1,0,1,2,3,0,0,1,2,430,1730,1300,0.330769230769231,608,1552,944,0.64406779661017,4,2,7,3,3,3,2,4,6,5,3,6,8,6,4,2,3,6,3,3,2,2,3,3,2,3,3,3,2,3,4,3,3,2,2,2,3,2,0.0
25,97,31,280,0.7941176470588235,0.0612745098039215,0.5112359550561798,0.0996784565916398,0,19,261,1,20,10,13,84,30,43,75,92,0.125,0.1791666666666666,0.3125,0.3833333333333333,240,609.5,24.68805379125702,85.0,7.0,12.0,4.0,27.0,24.0,29.0,22.0,1.744186046511628,0.8933333333333333,1.3695652173913044,1.3,330,225,0.6818181818181818,0.4054054054054054,128,34,13,25,130,184,11,3,5,22,120,67,135,0.0,0.0678571428571428,0.9321428571428572,0.032258064516129,0.6451612903225806,0.3225806451612903,0.865979381443299,0.9239130434782608,0.0760869565217391,0.32,0.3866666666666666,0.2933333333333333,0.2790697674418605,0.0930232558139534,0.627906976744186,0.3878787878787879,0.103030303030303,0.0393939393939393,0.0757575757575757,0.3939393939393939,0.8177777777777778,0.0488888888888888,0.0133333333333333,0.0222222222222222,0.0977777777777777,0.3726708074534161,0.2080745341614907,0.4192546583850932,131,41,22,19,273,5,83,1,2.717,0.93,9,9,2,23,5,1,2,1,1,9,1,3,0,5,262,1133,871,0.300803673938002,506,889,383,1.32114882506527,3,2,2,4,4,3,2,4,3,2,3,3,10,3,3,2,3,3,3,3,2,2,3,3,5,3,5,3,2,3,2,3,3,5,2,2,1,2,0.0
26,104,28,351,0.7888198757763976,0.0041407867494824,0.5219298245614035,0.0738786279683377,1,19,331,1,16,11,9,95,195,130,87,330,0.2628032345013477,0.1752021563342318,0.1172506738544474,0.4447439353099729,742,8438.25,91.859947746556,114.0,216.0,51.0,50.0,29.0,42.0,32.0,13.0,1.4153846153846157,1.3333333333333333,1.5,1.2256410256410255,1470,226,0.1537414965986394,0.1332547169811321,309,85,30,23,1023,197,7,3,2,17,881,231,321,0.0028490028490028,0.0541310541310541,0.9430199430199432,0.0357142857142857,0.5714285714285714,0.3928571428571429,0.9134615384615384,0.3454545454545454,0.6545454545454545,0.4827586206896552,0.3678160919540229,0.1494252873563218,0.3923076923076923,0.3846153846153846,0.2230769230769231,0.210204081632653,0.0578231292517006,0.0204081632653061,0.0156462585034013,0.6959183673469388,0.8716814159292036,0.0309734513274336,0.0132743362831858,0.0088495575221238,0.0752212389380531,0.6147941381716678,0.1612002791346825,0.2240055826936496,1024,37,18,31,338,13,140,0,3.1903,0.85,31,18,0,5,10,4,1,0,5,20,5,2,2,11,843,2933,2090,0.403349282296651,859,2917,2058,0.417395529640428,2,4,4,4,4,2,2,4,4,4,5,2,4,2,4,2,2,3,4,5,2,3,4,4,8,4,3,5,2,4,2,4,4,5,2,2,4,2,0.0
27,72,34,298,0.7029702970297029,0.1014851485148514,0.5207100591715976,0.1024096385542168,3,28,267,1,17,16,8,64,118,53,65,37,0.4322344322344322,0.1941391941391941,0.2380952380952381,0.1355311355311355,273,923.6875,30.39222762483856,31.0,6.0,12.0,5.0,36.0,19.0,31.0,15.0,1.1886792452830188,2.707692307692308,0.7837837837837838,0.5423728813559322,484,238,0.4917355371900826,0.3296398891966759,230,51,23,37,143,207,10,1,6,14,149,93,234,0.0100671140939597,0.0939597315436241,0.8959731543624161,0.0294117647058823,0.5,0.4705882352941176,0.8888888888888888,0.8378378378378378,0.1621621621621621,0.2923076923076923,0.476923076923077,0.2307692307692308,0.2264150943396226,0.0943396226415094,0.6792452830188679,0.475206611570248,0.1053719008264462,0.0475206611570248,0.0764462809917355,0.2954545454545455,0.8697478991596639,0.042016806722689,0.0042016806722689,0.0252100840336134,0.0588235294117647,0.3130252100840336,0.1953781512605042,0.4915966386554622,144,45,17,22,299,6,112,0,3.2653,0.89,14,9,2,24,3,1,0,1,1,10,6,1,2,1,264,1484,1220,0.216393442622951,665,1083,418,1.59090909090909,4,3,11,4,2,3,2,4,4,6,4,4,10,4,9,2,2,4,2,3,2,2,4,3,5,6,3,3,2,3,3,4,4,4,4,2,2,4,0.0
28,12,13,375,0.3375,0.1,0.5688405797101449,0.0335051546391752,1,38,336,3,2,8,7,5,5,25,38,34,0.0490196078431372,0.2450980392156862,0.3725490196078432,0.3333333333333333,102,162.25,12.737739202856991,30.0,4.0,5.0,3.0,17.0,16.0,12.0,10.0,1.08,0.9210526315789472,1.5588235294117647,1.8,265,217,0.8188679245283019,0.4502074688796681,118,85,20,12,30,193,11,2,2,9,39,41,177,0.0026666666666666,0.1013333333333333,0.8959999999999999,0.2307692307692308,0.1538461538461538,0.6153846153846154,0.4166666666666667,0.8823529411764706,0.1176470588235294,0.4210526315789473,0.3157894736842105,0.2631578947368421,0.2,0.12,0.68,0.4452830188679245,0.3207547169811321,0.0754716981132075,0.0452830188679245,0.1132075471698113,0.8894009216589862,0.0506912442396313,0.0092165898617511,0.0092165898617511,0.0414746543778801,0.1517509727626459,0.159533073929961,0.6887159533073929,33,48,10,30,299,9,147,0,5.3259,0.63,7,15,0,9,2,0,1,0,1,3,0,2,0,1,233,1217,984,0.2367886178861789,515,935,420,1.22619047619048,6,7,6,8,3,6,3,6,6,6,6,3,6,3,6,3,3,3,3,3,3,3,8,6,6,6,6,7,3,6,6,8,8,6,6,3,3,6,0.0
29,75,28,226,0.729483282674772,0.0121580547112462,0.6858108108108109,0.1102362204724409,0,24,202,0,14,14,10,65,72,59,27,158,0.2278481012658228,0.1867088607594936,0.0854430379746835,0.5,316,2348.5,48.46132478585372,16.0,142.0,17.0,28.0,14.0,16.0,10.0,1.0,1.8135593220338984,2.3703703703703702,1.7215189873417722,1.4166666666666667,850,163,0.1917647058823528,0.1609081934846989,149,85,3,19,594,133,6,2,4,18,505,121,204,0.0,0.1061946902654867,0.8938053097345132,0.0,0.5,0.5,0.8666666666666667,0.1012658227848101,0.8987341772151899,0.5925925925925926,0.3703703703703704,0.037037037037037,0.288135593220339,0.4745762711864407,0.2372881355932203,0.1752941176470588,0.1,0.0035294117647058,0.0223529411764705,0.6988235294117647,0.8159509202453987,0.0368098159509202,0.0122699386503067,0.0245398773006134,0.1104294478527607,0.608433734939759,0.1457831325301204,0.2457831325301205,594,42,18,23,224,13,127,0,3.4008,0.89,28,25,0,4,4,1,1,0,2,6,0,1,1,4,385,1580,1195,0.322175732217573,518,1447,929,0.5575888051668461,4,3,7,4,3,2,2,3,4,5,3,6,11,6,5,2,2,6,3,3,2,4,4,4,7,4,2,2,2,2,4,4,4,3,2,2,4,2,
